TermID, Name, Frequency, PlotX, PlotY, LogSize, Value, Uniqueness, Dispensability, Representative, Eliminated
"GO:0008139", "nuclear localization sequence binding", 0.133, 6.304, 3.807, 1.204, -2.796, 0.971, 0.000, -1, False
"GO:0017056", "structural constituent of nuclear pore", 0.177, 6.263, -2.180, 1.322, -2.523, 0.913, 0.000, -1, False
"GO:0061133", "endopeptidase activator activity", 0.027, 4.940, -5.992, 0.602, -1.429, 1.000, 0.000, -1, False
"GO:0004842", "ubiquitin-protein transferase activity", 1.668, -0.751, -6.099, 2.276, -2.244, 0.793, 0.019, -1, False
"GO:0061630", "ubiquitin protein ligase activity", 1.287, null, null, 2.164, -1.873, 0.797, 0.933, 4842, True
"GO:0061659", "ubiquitin-like protein ligase activity", 1.349, null, null, 2.185, -1.827, 0.796, 0.938, 4842, True
"GO:0008013", "beta-catenin binding", 0.071, -4.104, 5.019, 0.954, -2.161, 0.940, 0.043, -1, False
"GO:0031490", "chromatin DNA binding", 0.461, -6.565, 1.663, 1.724, -2.301, 0.949, 0.050, -1, False
"GO:0005543", "phospholipid binding", 1.207, 2.707, 3.569, 2.137, -1.383, 0.965, 0.062, -1, False
"GO:0003868", "4-hydroxyphenylpyruvate dioxygenase activity", 0.009, 4.530, 5.767, 0.301, -1.726, 0.933, 0.094, -1, False
"GO:0005515", "protein binding", 22.848, 2.100, 6.928, 3.411, -1.728, 0.954, 0.102, -1, False
"GO:0004775", "succinate-CoA ligase (ADP-forming) activity", 0.035, -0.530, -0.371, 0.699, -1.726, 0.852, 0.105, -1, False
"GO:0004818", "glutamate-tRNA ligase activity", 0.018, null, null, 0.477, -1.429, 0.851, 0.513, 4775, True
"GO:0004774", "succinate-CoA ligase activity", 0.035, null, null, 0.699, -1.429, 0.852, 0.744, 4775, True
"GO:0008094", "DNA-dependent ATPase activity", 0.302, -4.214, -4.157, 1.544, -1.745, 0.905, 0.128, -1, False
"GO:0016830", "carbon-carbon lyase activity", 0.319, 2.517, -4.489, 1.568, -1.917, 0.837, 0.128, -1, False
"GO:0004014", "adenosylmethionine decarboxylase activity", 0.009, null, null, 0.301, -1.726, 0.846, 0.568, 16830, True
"GO:0016831", "carboxy-lyase activity", 0.213, null, null, 1.398, -1.405, 0.822, 0.740, 16830, True
"GO:0004837", "tyrosine decarboxylase activity", 0.018, null, null, 0.477, -1.429, 0.841, 0.775, 16830, True
"GO:0005521", "lamin binding", 0.035, -1.132, 6.259, 0.699, -1.429, 0.942, 0.150, -1, False
"GO:0031267", "small GTPase binding", 0.967, -2.440, 5.044, 2.041, -1.726, 0.886, 0.192, -1, False
"GO:0031625", "ubiquitin protein ligase binding", 0.497, null, null, 1.756, -1.364, 0.891, 0.639, 31267, True
"GO:0044389", "ubiquitin-like protein ligase binding", 0.515, null, null, 1.771, -1.338, 0.890, 0.641, 31267, True
"GO:0004157", "dihydropyrimidinase activity", 0.009, -5.824, -3.780, 0.301, -1.726, 0.923, 0.194, -1, False
"GO:0042781", "3'-tRNA processing endoribonuclease activity", 0.009, -4.464, -5.399, 0.301, -1.726, 0.890, 0.194, -1, False
"GO:0005112", "Notch binding", 0.177, -2.913, 6.215, 1.322, -1.625, 0.936, 0.208, -1, False
"GO:0070883", "pre-miRNA binding", 0.018, -6.788, 0.209, 0.477, -1.429, 0.951, 0.223, -1, False
"GO:0015301", "anion:anion antiporter activity", 0.160, 6.060, -0.653, 1.279, -2.041, 0.810, 0.238, -1, False
"GO:0008443", "phosphofructokinase activity", 0.018, 0.475, -6.957, 0.477, -1.726, 0.849, 0.293, -1, False
"GO:0003872", "6-phosphofructokinase activity", 0.009, null, null, 0.301, -1.726, 0.848, 0.722, 8443, True
"GO:0035197", "siRNA binding", 0.062, -6.257, 0.676, 0.903, -1.429, 0.948, 0.323, -1, False
"GO:0008887", "glycerate kinase activity", 0.009, -0.128, -7.107, 0.301, -1.429, 0.870, 0.386, -1, False
"GO:1901682", "sulfur compound transmembrane transporter activity", 0.248, 6.634, -0.963, 1.462, -1.848, 0.851, 0.404, -1, False
"GO:0004357", "glutamate-cysteine ligase activity", 0.009, -0.234, 0.174, 0.301, -1.726, 0.871, 0.493, -1, False
"GO:0046964", "3'-phosphoadenosine 5'-phosphosulfate transmembrane transporter activity", 0.018, 6.469, -0.204, 0.477, -1.726, 0.817, 0.498, -1, False
"GO:0015139", "alpha-ketoglutarate transmembrane transporter activity", 0.035, null, null, 0.699, -1.726, 0.775, 0.606, 46964, True
"GO:0005310", "dicarboxylic acid transmembrane transporter activity", 0.177, null, null, 1.322, -1.405, 0.770, 0.861, 46964, True
"GO:0015140", "malate transmembrane transporter activity", 0.089, null, null, 1.041, -1.429, 0.769, 0.920, 46964, True
"GO:0015367", "oxoglutarate:malate antiporter activity", 0.027, null, null, 0.602, -1.726, 0.757, 0.983, 46964, True
