TermID, Name, Frequency, PlotX, PlotY, LogSize, Value, Uniqueness, Dispensability, Representative, Eliminated
"GO:0002118", "aggressive behavior", 0.176, 6.969, 1.703, 1.322, -1.866, 0.993, 0.000, -1, False
"GO:0008407", "chaeta morphogenesis", 0.335, -6.967, -1.723, 1.591, -2.221, 0.879, 0.000, -1, False
"GO:0019934", "cGMP-mediated signaling", 0.097, -4.953, 4.194, 1.079, -3.032, 0.873, 0.000, -1, False
"GO:0048308", "organelle inheritance", 0.035, -1.362, -7.643, 0.699, -2.395, 0.943, 0.013, -1, False
"GO:0071596", "ubiquitin-dependent protein catabolic process via the N-end rule pathway", 0.035, 2.458, -6.755, 0.699, -2.860, 0.922, 0.013, -1, False
"GO:0051642", "centrosome localization", 0.150, -1.440, -1.236, 1.255, -2.735, 0.916, 0.015, -1, False
"GO:0006915", "apoptotic process", 1.093, 7.307, 0.240, 2.097, -1.638, 0.944, 0.018, -1, False
"GO:0045476", "nurse cell apoptotic process", 0.123, null, null, 1.176, -1.630, 0.833, 0.720, 6915, True
"GO:1902742", "apoptotic process involved in development", 0.150, null, null, 1.255, -1.499, 0.881, 0.733, 6915, True
"GO:0012501", "programmed cell death", 1.648, null, null, 2.274, -1.395, 0.943, 0.919, 6915, True
"GO:0051100", "negative regulation of binding", 0.079, -3.343, 6.744, 1.000, -2.299, 0.919, 0.071, -1, False
"GO:0043392", "negative regulation of DNA binding", 0.053, null, null, 0.845, -1.893, 0.922, 0.821, 51100, True
"GO:0050803", "regulation of synapse structure or activity", 1.674, -1.417, 6.947, 2.281, -1.438, 0.923, 0.091, -1, False
"GO:0010603", "regulation of cytoplasmic mRNA processing body assembly", 0.062, 4.905, 4.222, 0.903, -1.893, 0.911, 0.094, -1, False
"GO:0090092", "regulation of transmembrane receptor protein serine/threonine kinase signaling pathway", 0.467, -0.086, 6.588, 1.732, -2.323, 0.914, 0.109, -1, False
"GO:0051046", "regulation of secretion", 0.872, -1.456, 5.726, 2.000, -2.076, 0.908, 0.120, -1, False
"GO:0046825", "regulation of protein export from nucleus", 0.044, null, null, 0.778, -1.592, 0.924, 0.558, 51046, True
"GO:0042816", "vitamin B6 metabolic process", 0.044, 5.455, -3.567, 0.778, -2.105, 0.862, 0.130, -1, False
"GO:0042817", "pyridoxal metabolic process", 0.009, null, null, 0.301, -1.429, 0.871, 0.793, 42816, True
"GO:0009443", "pyridoxal 5'-phosphate salvage", 0.009, null, null, 0.301, -1.429, 0.840, 0.827, 42816, True
"GO:0048240", "sperm capacitation", 0.018, -6.177, -4.232, 0.477, -1.429, 0.879, 0.152, -1, False
"GO:0044351", "macropinocytosis", 0.009, -2.180, 1.162, 0.301, -1.429, 0.950, 0.157, -1, False
"GO:0045893", "positive regulation of transcription, DNA-templated", 4.477, 1.085, 4.200, 2.707, -1.962, 0.742, 0.158, -1, False
"GO:0010468", "regulation of gene expression", 15.201, null, null, 3.237, -1.878, 0.785, 0.528, 45893, True
